customer_id,recency,frequency,monetary,tenure,length_of_stay,ticket_size,std_ticket_size,cv_ticket_size,avg_spend_m,avg_visit_m,avg_tte,std_tte,cv_tte,monetary_1y,frequency_1y,ticket_size_1y,std_ticket_size_1y,cv_ticket_size_1y,avg_tte_1y,std_tte_1y,cv_tte_1y,monetary_2y,frequency_2y,ticket_size_2y,std_ticket_size_2y,cv_ticket_size_2y,avg_tte_2y,std_tte_2y,cv_tte_2y,response
CS5213,67,26,1846,1392,1325,71.0,19.55914108543624,0.2754808603582569,97.15789473684211,1.368421052631579,53.0,69.85938257194472,1.3181015579612212,248.0,4.0,62.0,29.017236257093817,0.46801993963054545,30.333333333333332,40.253364248635584,1.3270339862187557,607,9,67.44444444444444,20.911187861472094,0.31005056137273285,82.5,106.35922956793978,1.2892027826416943,0
CS7730,132,14,624,1209,1077,44.57142857142857,21.886821766372726,0.49105048834810605,48.0,1.0769230769230769,82.84615384615384,67.3533544745498,0.812993136647305,212.0,5.0,42.4,22.423202269078338,0.5288491101197721,52.75,41.64432734478971,0.7894659212282409,313,8,39.125,24.304247130315076,0.6211948148323342,56.0,30.87609647175843,0.5513588655671148,0
CS3141,47,25,1772,1329,1282,70.88,21.432685319390107,0.30237987188755794,93.26315789473684,1.3157894736842106,53.416666666666664,56.83990994291634,1.0640856775584964,585.0,8.0,73.125,22.293096304846102,0.3048628554508868,43.857142857142854,24.565752389784247,0.5601311619820513,971,13,74.6923076923077,25.759738014275353,0.34487805786362463,40.25,27.85392089259444,0.6920228793191165,0
CS3773,18,21,1431,1399,1381,68.14285714285714,22.134330155407266,0.3248224551107985,75.3157894736842,1.105263157894737,69.05,72.23971425600655,1.0461942687328971,427.0,7.0,61.0,20.992061991778385,0.3441321637996457,52.166666666666664,51.01927740243551,0.9780053176185722,607,10,60.7,20.67768523473231,0.34065379299394255,80.55555555555556,76.67644865131521,0.9518455694646026,0
CS5376,47,25,1584,1191,1144,63.36,20.033056015828777,0.3161782830781057,83.36842105263158,1.3157894736842106,47.666666666666664,47.0842599626657,0.9877816775384413,457.0,7.0,65.28571428571429,19.97260027900128,0.305926043660851,36.5,27.88368698719737,0.7639366297862293,1012,16,63.25,21.034891648560176,0.33256745689423206,45.2,48.469725455321964,1.072339058746061,0
CS8262,115,11,373,1135,1020,33.90909090909091,15.300029708824397,0.4512073104479045,41.44444444444444,1.2222222222222223,102.0,91.73149222958638,0.8993283551920234,137.0,4.0,34.25,21.777281740382566,0.6358330435148195,60.0,75.43871685016919,1.2573119475028198,226,7,32.285714285714285,17.94170454290121,0.5557165123907455,82.16666666666667,76.46022931345856,0.9305504581759662,0
CS7647,209,14,526,1270,1061,37.57142857142857,18.620560537354258,0.4956042728573377,40.46153846153846,1.0769230769230769,81.61538461538461,59.067106556213474,0.7237251510186382,131.0,3.0,43.666666666666664,11.930353445448853,0.27321420104081345,85.5,51.61879502661797,0.6037285968025493,334,8,41.75,20.09086501728726,0.4812183237673596,75.28571428571429,61.211965839243895,0.8130621648476418,0
CS2505,119,16,1106,1372,1253,69.125,24.207092624545673,0.3501930216932466,73.73333333333333,1.0666666666666667,83.53333333333333,50.45488319375279,0.6040089767807597,248.0,3.0,82.66666666666667,36.11555528208494,0.43688171712199525,64.5,47.37615433949868,0.7345140207674214,591,8,73.875,27.6531450032619,0.374323451820804,87.85714285714286,55.78359547223111,0.6349352330172646,0
CS5694,39,18,1245,1269,1230,69.16666666666667,19.56362170247746,0.2828475426864211,88.92857142857143,1.2857142857142858,72.3529411764706,71.9139600290432,0.9939327808892148,298.0,4.0,74.5,9.327379053088817,0.12519971883340691,41.333333333333336,34.44318994131254,0.8333029824511098,802,12,66.83333333333333,18.344349307488436,0.2744790420073083,54.54545454545455,66.35866731085493,1.2165755673656735,0
CS4810,69,21,1448,1331,1262,68.95238095238095,16.871503165030056,0.24468340225527016,76.21052631578948,1.105263157894737,63.1,41.94595520303164,0.664753648225541,327.0,4.0,81.75,9.322910847297996,0.1140417229027278,91.33333333333333,64.60908088909278,0.7073986958659794,582,8,72.75,15.809129369720887,0.21730762020234892,89.42857142857143,45.08457660463329,0.5041406329591582,0
CS2500,169,17,1103,1323,1154,64.88235294117646,18.1964363026843,0.28045278073040175,100.27272727272727,1.5454545454545454,72.125,77.61861890036437,1.076168026348206,248.0,4.0,62.0,14.445299120013633,0.23298869548409085,47.666666666666664,43.293571501244074,0.9082567447813442,657,10,65.7,16.94468123696112,0.25790991228251325,56.333333333333336,67.26440366196671,1.194042668555622,0
CS7855,400,11,542,1382,982,49.27272727272727,21.758175057163726,0.4415865786509243,54.2,1.1,98.2,118.86481583902129,1.2104360065073452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238,5,47.6,24.01666088364492,0.5045516992362378,84.25,91.22636680258618,1.0828055406835155,0
CS3413,7,13,936,1357,1350,72.0,16.1245154965971,0.22395160411940415,78.0,1.0833333333333333,112.5,101.61469113541335,0.903241698981452,420.0,6.0,70.0,11.349008767288886,0.16212869667555552,65.2,25.48921340488953,0.39093885590321364,699,10,69.9,16.448235298792525,0.23531094848057973,76.22222222222223,62.00156808052877,0.8134316512022726,0
CS1707,42,22,1627,1401,1359,73.95454545454545,18.39378071064154,0.24871737900068464,90.38888888888889,1.2222222222222223,64.71428571428571,46.613456058463264,0.7202962304839798,449.0,7.0,64.14285714285714,16.896040674554214,0.26341266085051124,45.166666666666664,31.921257285180147,0.7067437037309258,796,12,66.33333333333333,16.433520805372357,0.24774151967898028,59.72727272727273,33.12428386875982,0.5545922717752785,0
CS4194,63,25,1893,1277,1214,75.72,21.259350883787587,0.2807626899602164,99.63157894736842,1.3157894736842106,50.583333333333336,52.383134247801436,1.0355809076995341,499.0,7.0,71.28571428571429,23.350333942753267,0.32755979478812197,43.0,47.84976488970453,1.1127852299931285,1100,14,78.57142857142857,21.981510712114694,0.2797646817905507,50.38461538461539,51.77280248280053,1.027551805002148,0
CS5553,11,17,1376,1164,1153,80.94117647058823,22.272378039387977,0.2751674612424387,105.84615384615384,1.3076923076923077,72.0625,72.85187597676077,1.010954046511858,449.0,5.0,89.8,15.658863304850707,0.1743748697644845,79.0,95.02981988127024,1.2029091124211424,818,10,81.8,22.734213081706713,0.277924365302038,81.11111111111111,71.58813526773211,0.8825934485062863,0
CS4764,2,18,1396,1371,1369,77.55555555555556,20.58046538724418,0.26536416688423725,87.25,1.125,80.52941176470588,83.8407103135604,1.0411191200369077,386.0,4.0,96.5,2.081665999466131,0.02157166838825008,69.66666666666667,32.08322510804257,0.4605247623164005,655,8,81.875,19.988836169936747,0.24413845703739534,100.42857142857143,119.7996343105954,1.1928839831780478,0
CS5420,19,18,1156,1389,1370,64.22222222222223,20.247165540349116,0.3152672835002457,77.06666666666666,1.2,80.58823529411765,74.83570239492094,0.9286182049004787,234.0,4.0,58.5,16.583123951777,0.28347220430388037,95.66666666666667,62.740205078827515,0.6558209590121342,581,9,64.55555555555556,20.827332469084414,0.32262649263641946,80.75,58.15435126822903,0.7201777246839508,0
CS3980,38,14,995,1367,1329,71.07142857142857,22.348513238156222,0.31445144254692176,82.91666666666667,1.1666666666666667,102.23076923076923,98.19975716717587,0.9605694832003661,457.0,6.0,76.16666666666667,16.203908993408554,0.21274278765963095,65.0,62.80127387243032,0.9661734441912359,527,7,75.28571428571429,14.974581638165898,0.19890336141776332,107.83333333333333,119.00994356215226,1.1036470809473162,0
CS8098,71,17,767,1294,1223,45.11764705882353,22.926192316162034,0.5081424633308403,47.9375,1.0625,76.4375,82.3415397394697,1.077240094710969,309.0,6.0,51.5,21.769244359876158,0.4227037739781778,51.2,25.762375666851845,0.5031713997432,557,12,46.416666666666664,21.30069710055746,0.4589019123998017,58.63636363636363,39.7423520372731,0.6777765463720994,0
CS4836,56,23,1761,1373,1317,76.56521739130434,20.097096323409783,0.26248337049314313,92.6842105263158,1.2105263157894737,59.86363636363637,64.37782482349283,1.0754078558214444,379.0,4.0,94.75,2.217355782608345,0.023402171848109183,51.0,52.0,1.0196078431372548,856,10,85.6,14.796395957574713,0.17285509296232143,65.22222222222223,62.69325677012197,0.9612254019269126,0
CS6077,46,19,1316,1342,1296,69.26315789473684,22.461923597410497,0.32429828902036434,77.41176470588235,1.1176470588235294,72.0,65.63356386699076,0.9115772759304271,444.0,6.0,74.0,24.698178070456937,0.33375916311428294,63.8,32.50692233971097,0.5095128893371625,833,12,69.41666666666667,25.06159079813836,0.36103132002120086,63.09090909090909,50.28012439414712,0.7969472166219286,0
CS8130,56,16,765,1340,1284,47.8125,20.044014069043158,0.41922120928717715,58.84615384615385,1.2307692307692308,85.6,96.77352058137744,1.1305317824927272,185.0,3.0,61.666666666666664,1.1547005383792526,0.01872487359533922,37.0,26.870057685088806,0.7262177752726704,326,5,65.2,4.919349550499536,0.07545014648005426,109.5,110.36152711278811,1.0078678275140467,0
CS2989,10,26,1702,1184,1174,65.46153846153847,17.68215093076806,0.27011511410103967,89.57894736842105,1.368421052631579,46.96,47.0349869777807,1.0015968266137287,439.0,6.0,73.16666666666667,19.630758178599894,0.268301934103871,72.0,69.83552104767315,0.9699377923287938,979,14,69.92857142857143,19.94787162625583,0.28526067698425084,51.46153846153846,47.95243369669466,0.9318111181719442,0
CS2998,35,21,1456,1378,1343,69.33333333333333,22.90487575459281,0.3303587849220117,91.0,1.3125,67.15,93.26491696689655,1.3889041990602613,546.0,7.0,78.0,26.28687885618983,0.3370112673870491,35.5,29.77079105432034,0.8386138325160659,710,9,78.88888888888889,22.92075721068375,0.2905448097128926,88.125,139.97187217437653,1.5883333012695209,0
CS8011,649,10,449,1388,739,44.9,23.539328792469846,0.5242612203222683,56.125,1.25,82.11111111111111,85.8435269027963,1.0454556726998196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,39.0,0.0,0.0,0.0,0.0,0.0,0
CS4496,24,22,1506,1307,1283,68.45454545454545,19.0431271759838,0.27818645277001564,94.125,1.375,61.095238095238095,57.56032032737897,0.9421408627240517,436.0,7.0,62.285714285714285,14.6482568441241,0.2351784355707998,42.0,48.68675384537359,1.1592084248898473,838,13,64.46153846153847,19.628276306625366,0.3044959331576727,50.083333333333336,61.97720744293214,1.2374816793929877,0
CS2593,17,14,1199,1384,1367,85.64285714285714,16.32651049841775,0.1906348181633432,92.23076923076923,1.0769230769230769,105.15384615384616,112.5180327427906,1.070032498651264,330.0,4.0,82.5,16.50252505931542,0.20003060677958082,116.66666666666667,91.65878754016624,0.7856467503442821,688,8,86.0,17.320508075688775,0.2014012566940555,70.28571428571429,74.78572565606864,1.0640245520172367,0
CS1888,40,23,1739,1356,1316,75.6086956521739,24.15431286622589,0.3194647475119008,86.95,1.15,59.81818181818182,56.363308196223805,0.9422437540402155,407.0,5.0,81.4,23.765521244020714,0.2919597204425149,81.25,49.026353457434844,0.603401273322275,1218,15,81.2,20.44225316068936,0.2517518862153862,49.42857142857143,37.85948572472505,0.7659433528123564,0
CS8351,65,19,748,1367,1302,39.36842105263158,23.476254022394134,0.596321960461883,44.0,1.1176470588235294,72.33333333333333,56.26408320432786,0.7778444682625972,265.0,5.0,53.0,19.937402037376884,0.3761773969316393,77.75,73.96564517846556,0.9513266260895893,404,9,44.888888888888886,23.083784592460376,0.5142427260696618,80.75,61.62501811068989,0.7631581190178315,0
CS3780,42,13,794,1191,1149,61.07692307692308,18.080659733822117,0.29603095282076514,61.07692307692308,1.0,95.75,68.95996862475556,0.7202085496058022,289.0,5.0,57.8,14.805404418657398,0.2561488653746955,53.75,31.941352507368876,0.5942577210673279,524,8,65.5,18.63943592034296,0.2845715407685948,97.14285714285714,91.47937576566747,0.9416994564112829,0
CS8103,36,11,487,1374,1338,44.27272727272727,20.10020352678504,0.45400870389042186,48.7,1.1,133.8,115.33699416155348,0.8620104197425521,81.0,3.0,27.0,5.5677643628300215,0.20621349491963042,70.0,93.33809511662427,1.3334013588089182,208,5,41.6,20.525593779474445,0.4934036966219818,168.75,167.23112748528607,0.9909992739868804,0
CS8135,76,18,722,1318,1242,40.111111111111114,21.090530043513365,0.5258026880654301,45.125,1.125,73.05882352941177,61.28261436597995,0.8388119518692908,198.0,4.0,49.5,24.826061575153908,0.5015365974778567,71.0,64.71475874945375,0.911475475344419,320,6,53.333333333333336,21.096603202095512,0.39556131003929085,118.2,81.80281168761866,0.6920711648698702,0
CS7267,223,16,823,1377,1154,51.4375,19.001644665659864,0.36941228997637643,63.30769230769231,1.2307692307692308,76.93333333333334,65.67937996343261,0.8537181104432314,38.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,308,6,51.333333333333336,19.510680835549195,0.3800781980951142,73.8,63.32219200248836,0.8580242818765359,0
CS2514,11,21,1405,1162,1151,66.9047619047619,20.62014733677905,0.3082014904429609,87.8125,1.3125,57.55,79.19959795219592,1.3761876273187823,570.0,8.0,71.25,18.63751976141522,0.2615792247216171,49.57142857142857,51.06158746343198,1.030060842201798,999,15,66.6,20.773609632003225,0.311916060540589,49.0,44.245816838344254,0.9029758538437603,0
CS2258,166,18,1244,1386,1220,69.11111111111111,18.79577201797346,0.27196454688386035,82.93333333333334,1.2,71.76470588235294,77.31472160249035,1.0773362846248655,472.0,6.0,78.66666666666667,22.303960784279248,0.2835249252238887,34.4,33.4708828685471,0.972990781062416,862,13,66.3076923076923,20.82220215452973,0.3140239304047407,43.833333333333336,28.755500132649196,0.6560190144330614,1
CS1935,45,21,1517,1396,1351,72.23809523809524,18.833227981163407,0.26071047304181383,84.27777777777777,1.1666666666666667,67.55,66.207389474685,0.9801241965164323,290.0,4.0,72.5,18.91207727000571,0.2608562382069753,88.66666666666667,66.7108187128095,0.7523776546557461,671,9,74.55555555555556,15.867506980549205,0.21282796248128594,81.5,61.29087557354217,0.7520352831109469,0
CS2132,100,14,973,1315,1215,69.5,21.809489818742804,0.31380560890277415,108.11111111111111,1.5555555555555556,93.46153846153847,114.81333791900035,1.2284554674460941,409.0,6.0,68.16666666666667,24.76624046290972,0.3633189309962305,50.0,48.662100242385755,0.9732420048477151,551,8,68.875,24.044230077089182,0.34909952924993365,85.71428571428571,118.51963871825109,1.3827291183795962,1
CS1638,231,15,1035,1356,1125,69.0,19.577684088924162,0.28373455201339365,86.25,1.25,80.35714285714286,95.75337482934368,1.1915975534318324,64.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,148,2,74.0,14.142135623730951,0.19110994086122907,358.0,0.0,0.0,0
CS6108,130,21,1348,1335,1205,64.19047619047619,17.915409701201497,0.2790976288762845,79.29411764705883,1.2352941176470589,60.25,51.8051765346811,0.8598369549324665,258.0,4.0,64.5,19.261360284258224,0.2986257408412128,56.666666666666664,25.02665245959462,0.4416468081104932,449,7,64.14285714285714,24.368207234212445,0.37990523527725417,102.0,53.807062733436766,0.5275202228768311,0
CS8651,70,13,468,1340,1270,36.0,18.806027402582043,0.5223896500717234,36.0,1.0,105.83333333333333,69.11891378214969,0.6530920987289734,158.0,3.0,52.666666666666664,13.576941236277534,0.25779002347362406,111.5,36.062445840513924,0.32343000753824147,232,6,38.666666666666664,18.20622604129331,0.47085067348172355,124.2,65.5949693193007,0.528139849591793,0
CS3961,56,20,1439,1345,1289,71.95,20.551539832180076,0.2856364118440594,79.94444444444444,1.1111111111111112,67.84210526315789,55.12940650858038,0.812613439614451,312.0,4.0,78.0,20.816659994661325,0.26688025634181184,45.666666666666664,17.473789896108208,0.3826377349512747,633,9,70.33333333333333,22.254213084267885,0.31641061257252917,84.625,65.71570262447608,0.7765518773941044,0
CS4820,7,20,1408,1393,1386,70.4,24.12773027910111,0.3427234414645044,93.86666666666666,1.3333333333333333,72.94736842105263,98.16962286675634,1.3457596208285503,374.0,7.0,53.42857142857143,13.339879345495632,0.24967688614564015,55.666666666666664,48.40523387678926,0.8695550995830408,1133,16,70.8125,25.025903247102452,0.353410813727837,41.53333333333333,44.57556452116958,1.0732479419222212,0
CS8168,47,11,456,1305,1258,41.45454545454545,22.478272337364526,0.5422390256820391,50.666666666666664,1.2222222222222223,125.8,161.81800476667195,1.2863116436142445,97.0,2.0,48.5,0.7071067811865476,0.0145795212615783,63.0,0.0,0.0,171,3,57.0,14.730919862656235,0.2584371905729164,304.0,340.82546853191593,1.1211364096444603,0
CS2615,25,30,2090,1346,1321,69.66666666666667,21.82901159297958,0.3133350946360705,110.0,1.5789473684210527,45.55172413793103,44.9806198004815,0.987462508867497,612.0,10.0,61.2,21.831679326662492,0.35672678638337396,37.44444444444444,48.347986284619736,1.2911925120521592,957,15,63.8,22.838563877792318,0.357971220655052,47.285714285714285,49.2066733614121,1.0406245121748783,0
CS2207,23,26,1818,1338,1315,69.92307692307692,19.522137335697803,0.27919448334881347,106.94117647058823,1.5294117647058822,52.6,57.94753374102014,1.1016641395631204,514.0,7.0,73.42857142857143,15.349887544182453,0.20904516110754312,53.833333333333336,86.27958429817953,1.6027167361890933,1039,15,69.26666666666667,18.66802716130545,0.26950953553376494,47.714285714285715,59.45318594222953,1.2460248550766666,0
CS3213,149,24,1446,1381,1232,60.25,17.215387454756613,0.2857325718631803,68.85714285714286,1.1428571428571428,53.56521739130435,46.39144326171733,0.8660740219314111,151.0,3.0,50.333333333333336,11.06044001535804,0.21974384136472921,103.0,128.69343417595164,1.249450817242249,502,9,55.77777777777778,17.013066873566462,0.3050151431515899,67.75,59.74409713818716,0.8818316920765632,0
CS5514,78,25,1668,1233,1155,66.72,23.622940827368073,0.3540608637195455,72.52173913043478,1.0869565217391304,48.125,37.33900222229461,0.7758753708528751,455.0,6.0,75.83333333333333,26.087672695483334,0.3440132663140659,60.0,43.191434335988426,0.7198572389331405,857,13,65.92307692307692,25.15439503831467,0.38157192006778384,55.583333333333336,30.131404135079983,0.5420942273177808,1
CS1992,32,18,1408,1300,1268,78.22222222222223,15.121296067838953,0.19331202359453206,88.0,1.125,74.58823529411765,87.3542062693101,1.1711526077115706,231.0,3.0,77.0,9.539392014169456,0.1238882079762267,166.0,158.39191898578665,0.9541681866613654,812,11,73.81818181818181,10.87950533634854,0.14738246145299747,68.7,80.42532768558256,1.1706743476795132,1
CS7200,171,14,651,1383,1212,46.5,21.183266255012924,0.4555541130110306,59.18181818181818,1.2727272727272727,93.23076923076923,88.85208105436985,0.9530338726953862,92.0,3.0,30.666666666666668,19.604421270043485,0.6392746066318528,49.0,8.48528137423857,0.17316900763752183,318,7,45.42857142857143,24.83181523004405,0.5466122849380766,76.33333333333333,75.67209965810824,0.9913375501062215,0
CS3502,112,17,1057,1382,1270,62.1764705882353,18.351550663764243,0.29515265968211174,66.0625,1.0625,79.375,55.97603653945737,0.705209909158518,258.0,4.0,64.5,34.56877203488721,0.535949954029259,88.0,67.94850991743675,0.7721421581526904,383,6,63.833333333333336,26.888039472350282,0.4212225504806832,93.0,54.63972913549261,0.5875239691988452,0
CS3054,22,14,1028,1159,1137,73.42857142857143,22.910240524252924,0.31200716667270517,85.66666666666667,1.1666666666666667,87.46153846153847,100.44867295009873,1.1484896643371005,336.0,4.0,84.0,12.96148139681572,0.1543033499620919,112.0,103.11643903859365,0.9206824914160148,411,6,68.5,26.074892137840187,0.3806553596764991,144.8,141.89326974877983,0.9799258960551093,0
CS4977,76,22,1566,1387,1311,71.18181818181819,20.40223228597994,0.28662139865361347,78.3,1.1,62.42857142857143,58.902097949539474,0.9435118664685956,220.0,3.0,73.33333333333333,22.501851775650227,0.30684343330432134,34.0,9.899494936611665,0.29116161578269606,909,13,69.92307692307692,16.509903787633743,0.2361152356867312,55.75,65.37183852950193,1.172589031919317,0
CS2403,86,24,1640,1176,1090,68.33333333333333,20.82779636565701,0.30479701998522457,102.5,1.5,47.391304347826086,50.88198389002713,1.0736565407987375,493.0,8.0,61.625,23.07712225188772,0.37447662883387783,35.0,21.37755832643195,0.6107873807551986,1005,15,67.0,21.444279956602486,0.32006387994929075,46.142857142857146,54.40850773808922,1.1791317466458964,1
CS8271,8,10,374,1281,1273,37.4,22.8774512954957,0.6116965587030936,37.4,1.0,141.44444444444446,153.64741383367888,1.0862739391226315,101.0,4.0,25.25,16.740669042783207,0.6629967937735923,64.66666666666667,21.1266025033211,0.326700038711151,198,7,28.285714285714285,19.456912102680338,0.6878706298927393,119.16666666666667,163.77352248354026,1.3743232655961417,0
CS3179,63,24,1572,1385,1322,65.5,22.957427518362536,0.3504950766162219,74.85714285714286,1.1428571428571428,57.47826086956522,54.078957061300144,0.940859313471939,432.0,6.0,72.0,21.71635328502463,0.3016160178475643,47.2,45.89880172727824,0.9724322399847084,600,10,60.0,22.98791953275556,0.38313199221259264,73.0,59.87069399965228,0.8201464931459217,0
CS7987,35,15,646,1377,1342,43.06666666666667,22.22118251536026,0.5159717302328233,58.72727272727273,1.3636363636363635,95.85714285714286,78.64609838516334,0.8204511008884402,263.0,6.0,43.833333333333336,22.920878400852498,0.522909773403479,67.4,62.723998597028235,0.9306231245849885,328,9,36.44444444444444,21.37236013588059,0.586436711045504,84.25,70.94817021701728,0.8421147800239439,0
CS7534,114,11,454,1381,1267,41.27272727272727,22.4770590117609,0.5445983460999337,41.27272727272727,1.0,126.7,55.15644416868562,0.4353310510551351,54.0,3.0,18.0,5.196152422706632,0.28867513459481287,126.5,75.66042558696059,0.5981061311222181,135,5,27.0,16.896745248715803,0.6258053795820667,110.25,52.06646393473122,0.4722581762787412,0
